word,normalized_word,dataset,original_label,video_path,original_filename,signer,split,fps,resolution,duration,license,paper,repository,download_url,sha256,phash,quality_score,duplicate_status,review_status
water,water,CISLR,water,ISL_DATASET\water\water__CISLR__00058__ZanVx78hi-g_1.mp4,ZanVx78hi-g_1.mp4,substance,,30.0,480x480,3.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,532e5f5c9032307177c430ca1e53711e84d9f39ff5bbe8f6ac96ddb836f957fc,00c020003e3e3e3c,0.85,unique,accepted
student,student,CISLR,student,ISL_DATASET\student\student__CISLR__00059__ZhZN3BiLEqg_1.mp4,ZhZN3BiLEqg_1.mp4,profession,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,020ccdd7c73bd0aeb9b5796e07f835d31e286925172ff0017eacc9389f6f6e19,ffe7ffffc3818181,0.85,unique,accepted
she,she,CISLR,she,ISL_DATASET\she\she__CISLR__00060___rEVVtT1I44.mp4,_rEVVtT1I44.mp4,abstract,,30.0,480x480,3.233333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,8cc71b63c15f88a2c3c674c2d4a84d59756a14bc755f8c929819ab871dc8f17d,fff7fbffcbc3c1c1,0.85,unique,accepted
come,come,CISLR,come,ISL_DATASET\come\come__CISLR__00061__d3i2EjGoA2k_1.mp4,d3i2EjGoA2k_1.mp4,process,,30.0,480x480,2.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,16b2814ee1cd5e91c5ba60be19464c3c60f28140e76fd5134436294456855a19,000000002c7e1e3e,0.85,unique,accepted
eat,eat,CISLR,eat,ISL_DATASET\eat\eat__CISLR__00062__d4nkMcBvUZM_1.mp4,d4nkMcBvUZM_1.mp4,action,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,0114d0c497bf58244494f0a8528274cf3d0152b22fd01c8e74a4cb5bcffbbdd1,00e000003e2e2e1c,0.85,unique,accepted
me,me,CISLR,me,ISL_DATASET\me\me__CISLR__00063__f7XWdoOSSNw_1.mp4,f7XWdoOSSNw_1.mp4,human,,30.0,480x480,2.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,9404f229661e6c94529243ed8ebeb59c00e4749a17a557a7c306140d4fb4cfef,ffe7efffc391c1c0,0.85,unique,accepted
sit,sit,CISLR,sit,ISL_DATASET\sit\sit__CISLR__00064__gz3bQ5GGfUQ.mp4,gz3bQ5GGfUQ.mp4,action,,30.0,480x480,6.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,b0bec365667d31b9fb452db2a75c3a65c96a71e5c13c781071c7f85951bdddea,000000003c7e7e3c,0.85,unique,accepted
please,please,CISLR,please,ISL_DATASET\please\please__CISLR__00065__iGDJKo1-w5k.mp4,iGDJKo1-w5k.mp4,action,,30.0,480x480,3.333333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,3ba2742d21543eb23740b0f1bd29a9c808ca952e972f7b0f38862791b3a45353,ffe7dfffc3c1c1c2,0.85,unique,accepted
sister,sister,CISLR,sister,ISL_DATASET\sister\sister__CISLR__00066__jWWLAybE8C8_1.mp4,jWWLAybE8C8_1.mp4,relation,,30.0,480x480,5.5,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,05aeeef1467a28cb7a9078f3f5c56ad97c88a5da04c542ae92488a1e12ce20fa,ffffffffc3c1c1c1,0.85,unique,accepted
tea,tea,CISLR,tea,ISL_DATASET\tea\tea__CISLR__00067__l7GQ-fR-DsA.mp4,l7GQ-fR-DsA.mp4,foods and drinks,,30.0,480x480,5.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,8d5bc474828093968ae69092832216e51dab027ade78a4032db8b981caf3bd5c,ffe7e7f7c38101c3,0.85,unique,accepted
he,he,CISLR,he,ISL_DATASET\he\he__CISLR__00068__lLd__AgPs98.mp4,lLd__AgPs98.mp4,language,,30.0,480x480,2.966667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,33ffa484e0e4e75a0257d6557e3706a5dd9f1f4b448f59eb43febf3e6fb87cd0,ffcfffff93a3e3c2,0.85,unique,accepted
when,when,CISLR,when,ISL_DATASET\when\when__CISLR__00069__mPZ37Qlg4B8.mp4,mPZ37Qlg4B8.mp4,abstract,,30.0,480x480,2.733333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,e15ba46a89389229f6fd02fb378e910276d10d6db630278ba28934f8f5c4b689,ffe7fff7e3818183,0.85,unique,accepted
you,you,CISLR,you,ISL_DATASET\you\you__CISLR__00070__nS1xo_n5_sQ_1.mp4,nS1xo_n5_sQ_1.mp4,relation,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,ec47a1c4c4b4f70ed71b124ec5f1275ecc6605e955e3a4d0d47672f98801550c,ffe7efffd3e1c1c0,0.85,unique,accepted
brother,brother,CISLR,brother,ISL_DATASET\brother\brother__CISLR__00071__pcz5j3TcyEs_1.mp4,pcz5j3TcyEs_1.mp4,relation,,30.0,480x480,6.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,402afa6c32579e8221092946fe7d7e5a8d2f4f367b1d3338a607ca3db826e940,00c080c03c3e3e3c,0.85,unique,accepted
sorry,sorry,CISLR,sorry,ISL_DATASET\sorry\sorry__CISLR__00072__v7LOMsrEiVI_1.mp4,v7LOMsrEiVI_1.mp4,greeting,,30.0,480x480,3.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,87359359b91fb05713c200df5baf65307ef0ef316e2c7e3a3c64e29b859bdf3b,ffe7ffffc38981c3,0.85,unique,accepted
please,please,CISLR,please,ISL_DATASET\please\please__CISLR__00073__vAW9QDnXLrE.mp4,vAW9QDnXLrE.mp4,action,,30.0,480x480,3.366667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,1ff208a9f5c913d405f58760bda2276cfa03137f88fe017d70b36e15be403951,ffefdff7e3e1c1c2,0.85,unique,accepted
you,you,CISLR,you,ISL_DATASET\you\you__CISLR__00074__vLfbnZZBph0_1.mp4,vLfbnZZBph0_1.mp4,relation,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,d95be78816cdb3f322e49548f73b81d7caebb1b1579176f2376348d351a1e5a8,fff7efffe3c1c1c0,0.85,unique,accepted
please,please,CISLR,please,ISL_DATASET\please\please__CISLR__00075__vMbLDoCayk8.mp4,vMbLDoCayk8.mp4,action,,30.0,480x480,3.866667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,d190707f2c244a06a3a383064c76ebf85a0e67fe7b496e2d4f4620234fa54d20,ffffffe7c18181c1,0.85,unique,accepted
what,what,CISLR,what,ISL_DATASET\what\what__CISLR__00076__wEd93OlB_ZI_1.mp4,wEd93OlB_ZI_1.mp4,abstract,,30.0,480x480,2.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,63b741fd2a8bcf3032699305ead04025059e598736e4fca461bef247701aa976,ffffffffe7c18181,0.85,unique,accepted
brother,brother,CISLR,brother,ISL_DATASET\brother\brother__CISLR__00077__yMqhsoFHB_Q_1.mp4,yMqhsoFHB_Q_1.mp4,relation,,30.0,480x480,6.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,6798422c1a90f1b7eca39dfc5420b79ad7be43e5cc3e46e6fcd924477401c92f,00e4e0fc7c3c3800,0.85,unique,accepted
friend,friend,CISLR,friend,ISL_DATASET\friend\friend__CISLR__00078__z2B7VrBSA5c.mp4,z2B7VrBSA5c.mp4,relation,,30.0,480x480,4.566667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,0cbf547092d62d3edbcb611be2643c7a271efaf8464a749cf2c843f92fa6947e,ffe7eff7d191c383,0.85,unique,accepted
market,market,CISLR,market,ISL_DATASET\market\market__CISLR__00079__zSXKZb2Frqc_1.mp4,zSXKZb2Frqc_1.mp4,geography,,30.0,480x480,2.533008,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,779ad4b02d661ec6f0dda7f0d6d6020c48779eb5e735f3a8b64ae96909282477,ffefffe7d1c3c3c1,0.85,unique,accepted
come,come,CISLR,come,ISL_DATASET\come\come__CISLR__00080__zobbHZq0U4w.mp4,zobbHZq0U4w.mp4,process,,30.0,480x480,4.433333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,25a35de5d21adda4ef65556965b764e327d99bc39837cbd19bcdc1d147385da6,ffe7ffe7d3c3c3c3,0.85,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00081__Drink__session106__clip016.mp4,Drink__session106__clip016.mp4,User001,,30.0,854x480,5.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d41aebed6e456fbdc739c46432dac8111776df09a518964c4126652b7ee82d9b,7767676f07030303,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00082__Eat__session112__clip008.mp4,Eat__session112__clip008.mp4,User001,,30.0,854x480,5.333333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,4b50fab0354caef1e10c5a1935b6839a47d3f780ce39b35d04e82880b1f88505,e7e7e70f03030303,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00083__Father__session123__clip000.mp4,Father__session123__clip000.mp4,User001,,30.0,854x480,4.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,e1d3b93574e79a7e3a59e55221c0374a10d0416e0ea7263d0c165d110ea0b578,e7e7e7c7c3c3c383,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00084__Food__session108__clip023.mp4,Food__session108__clip023.mp4,User001,,30.0,854x480,5.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,85c9fb7b459fc0e5d8fafe9da6ffd8da5f6db6bf24933c15965259d6ee9d36ab,7777770707030303,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00085__Friend__session108__clip021.mp4,Friend__session108__clip021.mp4,User001,,30.0,854x480,5.266667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,9b8a385d7bfaa570595b0e7f613bd67007cd657564b2f3e677dda51e73014a46,7777e7c707030303,1.0,unique,accepted
go,go,ISL500,go,ISL_DATASET\go\go__ISL500__00086__Go__session118__clip011.mp4,Go__session118__clip011.mp4,User001,,30.0,854x480,5.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,0645eaa6b9e98e9c437f0849b80d0a3a5e5431a80aaaa9917dcd0d97540b37bc,f7d7d7c7c3830303,1.0,unique,accepted
hello,hello,ISL500,hello,ISL_DATASET\hello\hello__ISL500__00087__Hello__session101__clip021.mp4,Hello__session101__clip021.mp4,User001,,30.0,854x480,5.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d0a2fd8b64e5287b617bfe7f3327f4be3f8cc35fbe9f314a03f9ee4a35dc00b7,e7c7c7c787838303,1.0,unique,accepted
help,help,ISL500,help,ISL_DATASET\help\help__ISL500__00088__Help__session111__clip022.mp4,Help__session111__clip022.mp4,User001,,30.0,854x480,5.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,304f6d0e8d5571ac5807ae0404078934a1473c80f8a1989b33eb5b93fb55f0dc,f7f7e78703030303,1.0,unique,accepted
he,he,ISL500,he,ISL_DATASET\he\he__ISL500__00089__He__session119__clip000.mp4,He__session119__clip000.mp4,User001,,30.0,854x480,5.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,f097e92b9388052c29fd713f719a09d916ddd7d06ef3d702167b306609caa989,efef0f0707070303,1.0,unique,accepted
market,market,ISL500,market,ISL_DATASET\market\market__ISL500__00090__Market__session109__clip018.mp4,Market__session109__clip018.mp4,User001,,30.0,854x480,5.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,dedf369243b7fd96a95d87e0b1068287d3ed7dbff8de331da4af917a18984593,e7e7e78703030303,1.0,unique,accepted
mother,mother,ISL500,mother,ISL_DATASET\mother\mother__ISL500__00091__Mother__session102__clip021.mp4,Mother__session102__clip021.mp4,User001,,30.0,854x480,5.7,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,94a46df02c54a43d9b25402201936ba4221d330eb874dc580c56b17e7eac5f87,f7f7f7f7e7c34342,1.0,unique,accepted
no,no,ISL500,no,ISL_DATASET\no\no__ISL500__00092__No__session104__clip019.mp4,No__session104__clip019.mp4,User001,,30.0,854x480,5.3,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,2b6f6a01253ec286b956fe9ee3e993d216f50c35869772efd8bf31d02c290329,7777774707030303,1.0,unique,accepted
please,please,ISL500,please,ISL_DATASET\please\please__ISL500__00093__Please__session104__clip016.mp4,Please__session104__clip016.mp4,User001,,30.0,854x480,5.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,c0173b308f7dcc055a976056a10b7715cf895a006f0a3d8a490683d530f8af49,7777777767030303,1.0,unique,accepted
school,school,ISL500,school,ISL_DATASET\school\school__ISL500__00094__School__session103__clip006.mp4,School__session103__clip006.mp4,User001,,30.0,854x480,5.3,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,df67aeb00e94c31eaef760aa3048d8278264a50dbf677cd4c0375371b313a382,7767676767030303,1.0,unique,accepted
she,she,ISL500,she,ISL_DATASET\she\she__ISL500__00095__She__session105__clip029.mp4,She__session105__clip029.mp4,User001,,30.0,854x480,8.166667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,7bb632fbe7e5d94d19d8740d52f6984643415f6dfe51b06f8bd98dae01a3551a,77e7f7f707030303,1.0,unique,accepted
sister,sister,ISL500,sister,ISL_DATASET\sister\sister__ISL500__00096__Sister__session100__clip016.mp4,Sister__session100__clip016.mp4,User001,,30.0,854x480,5.9,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,c86d486cb5395f18e7d696566412373c6e13fe8c5608c1a0499f913b73536d40,f7f3f3f7a7a30300,1.0,unique,accepted
sit,sit,ISL500,sit,ISL_DATASET\sit\sit__ISL500__00097__Sit__session119__clip011.mp4,Sit__session119__clip011.mp4,User001,,30.0,854x480,5.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,0f88bcdb95b6581469cab7ccee111b92744ef1e401b28dd03372902cc8ad0df3,e7e7e78703030303,1.0,unique,accepted
student,student,ISL500,student,ISL_DATASET\student\student__ISL500__00098__Student__session107__clip003.mp4,Student__session107__clip003.mp4,User001,,30.0,854x480,5.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,c9c03ca4795500f66cee7784517d37ac9bf11d31d725b8936bc27bd03964077d,f7f7f7f787030303,1.0,unique,accepted
teacher,teacher,ISL500,teacher,ISL_DATASET\teacher\teacher__ISL500__00099__Teacher__session101__clip005.mp4,Teacher__session101__clip005.mp4,User001,,30.0,854x480,5.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5ee28034aaeec55cbb52d690c8020cc49b84b99ee6f2edf13afee1a12c310fb3,f7f7f7f7e7434200,1.0,unique,accepted
tea,tea,ISL500,tea,ISL_DATASET\tea\tea__ISL500__00100__Tea__session108__clip011.mp4,Tea__session108__clip011.mp4,User001,,30.0,854x480,5.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,1570551549227817c391e6fa2cae746dd916efba5b0f70bb18607abfb857e159,77f7f7e707030303,1.0,unique,accepted
thank you,thank you,ISL500,thank you,ISL_DATASET\thank_you\thank_you__ISL500__00101__Thankyou__session122__clip016.mp4,Thankyou__session122__clip016.mp4,User001,,30.0,854x480,4.833333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,506faff4f197ff54ff7e7c91864593ba3961c6fd322bf7150b645cf40fadc929,e7e7e7e7c3c3c3c3,1.0,unique,accepted
today,today,ISL500,today,ISL_DATASET\today\today__ISL500__00102__Today__session105__clip009.mp4,Today__session105__clip009.mp4,User001,,30.0,854x480,5.333333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5694f213ce4efa05d0bcc8ca9347ab2b911ed5ad75c707d0f81e6256f52a8f81,77f7f7f747030303,1.0,unique,accepted
water,water,ISL500,water,ISL_DATASET\water\water__ISL500__00103__Water__session117__clip006.mp4,Water__session117__clip006.mp4,User001,,30.0,854x480,5.166667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,89b5408e979e21b1284ed5f7e954558717f357de37581e1da2fec6ebf8cac9b7,f7e7e78703030303,1.0,unique,accepted
what,what,ISL500,what,ISL_DATASET\what\what__ISL500__00104__What__session105__clip016.mp4,What__session105__clip016.mp4,User001,,30.0,854x480,5.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,1673c7ad66bce526fecdd38c275b1a4df68558758cbec79bd32964daf63d3c4c,7777f7f707030303,1.0,unique,accepted
where,where,ISL500,where,ISL_DATASET\where\where__ISL500__00105__Where__session103__clip012.mp4,Where__session103__clip012.mp4,User001,,30.0,854x480,5.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,e5be262fe5596020542bbce0c5522072afa25e053f0b232adecb5cbfc0e73134,7767676747030303,1.0,unique,accepted
yes,yes,ISL500,yes,ISL_DATASET\yes\yes__ISL500__00106__Yes__session105__clip014.mp4,Yes__session105__clip014.mp4,User001,,30.0,854x480,5.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,38f30841da8bf35c5c7b8e44be2c712988d85a14607dd84ee1f244b88af69313,77f7f7f707030303,1.0,unique,accepted
you,you,ISL500,you,ISL_DATASET\you\you__ISL500__00107__You__session117__clip011.mp4,You__session117__clip011.mp4,User001,,30.0,854x480,5.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,a03945daf1c7c019c6347dfde100ed7e398df13cc7baef9dd1602e078dba0a86,f7e7e7c783030303,1.0,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00108__Drink__session181__clip010.mp4,Drink__session181__clip010.mp4,User002,,30.0,854x480,2.533333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,90cb4a3e4d023a7be0557fe968d5bb9f2c13b85115c4f7f6bae8f976a858fae6,f7e7ef87870b0301,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00109__Eat__session150__clip002.mp4,Eat__session150__clip002.mp4,User002,,30.0,854x480,3.966667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,b1089dc0b88a29d9ca5c7c1ca4a245c6507333a785808447ba508960ddbaf6c5,e7e7e7e7e7c38383,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00110__Father__session164__clip028.mp4,Father__session164__clip028.mp4,User002,,30.0,854x480,2.2,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,df7d179b0eb95232f057c1d771f785f8133d50b2a59322e14f1c0b95f68c1390,e7e7e7c7c7c3c383,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00111__Food__session141__clip001.mp4,Food__session141__clip001.mp4,User002,,30.0,854x480,4.833333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,939cc1bb360cf415564e2e5d7453911850de9f9d23fad12b0b8b3ae97a35589c,ffe7e7e7e7c3c383,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00112__Friend__session162__clip025.mp4,Friend__session162__clip025.mp4,User002,,30.0,854x480,2.5,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,f38b07acf913f1dff9ed0684cff930850430ecd8af5893b7bb3b8db3bee3a7f3,e7e7e7e7c7c3c383,1.0,unique,accepted
go,go,ISL500,go,ISL_DATASET\go\go__ISL500__00113__Go__session160__clip026.mp4,Go__session160__clip026.mp4,User002,,30.0,854x480,2.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,1754fa77d2ec069190597d4681414eea1eb88b129bad57a938df7a7e0b5f07b8,e7e7777707838383,1.0,unique,accepted
hello,hello,ISL500,hello,ISL_DATASET\hello\hello__ISL500__00114__Hello__session159__clip015.mp4,Hello__session159__clip015.mp4,User002,,30.0,854x480,2.266667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,85474a3523477a375d335488f6c87d15661c55ec1db8521eeba2aa1f558ba122,e7c7c78787838383,1.0,unique,accepted
